frame,overlap,angle,all_iters,all_time,all_t_err,all_r_err,pct_iters,pct_time,pct_t_err,pct_r_err,sigma_iters,sigma_time,sigma_t_err,sigma_r_err,x84_iters,x84_time,x84_t_err,x84_r_err,dynamic_iters,dynamic_time,dynamic_t_err,dynamic_r_err,hmrf_iters,hmrf_em_iters,hmrf_time,hmrf_t_err,hmrf_r_err
796, 0.69027, 0.52360,50, 8.50018, 0.22840, 0.45439,41, 6.41864, 0.02925, 0.10185,31, 4.38633, 0.05712, 0.18731,49, 6.75020, 0.01284, 0.04708,46, 6.34176, 0.00728, 0.03144,50,2187,14.24498, 0.00713, 0.02978
817, 0.83922, 0.52360,34, 2.79058, 0.02014, 0.06033,46, 4.23980, 0.01032, 0.02887,35, 2.75263, 0.01407, 0.04005,42, 3.21381, 0.00812, 0.02452,47, 3.39347, 0.00692, 0.02328,44,2276,10.97713, 0.00956, 0.02853
873, 0.89504, 0.52360,20, 1.10563, 0.05795, 0.02736,21, 1.07339, 0.02145, 0.03806,18, 0.93209, 0.03998, 0.04971,27, 1.13182, 0.02278, 0.05099,24, 0.99073, 0.02600, 0.05411,NaN,NaN,     NaN,     NaN,     NaN
914, 0.83199, 0.52360,30, 2.41513, 0.13712, 0.18419,35, 2.56771, 0.01421, 0.02846,50, 2.90487, 0.04080, 0.03874,38, 2.26861, 0.00692, 0.02220,38, 2.46658, 0.00738, 0.02215,39,2042,10.08304, 0.00571, 0.02136
948, 0.90576, 0.52360,29, 2.24486, 0.02507, 0.02934,37, 2.65100, 0.00698, 0.01898,30, 2.06195, 0.01378, 0.02505,32, 2.04793, 0.00770, 0.01977,32, 2.12586, 0.00768, 0.02061,35,2253, 9.83357, 0.00643, 0.02001
949, 0.93675, 0.52360,29, 2.12553, 0.01485, 0.02847,43, 3.20382, 0.00525, 0.01697,34, 2.53702, 0.00827, 0.02021,36, 2.25606, 0.00550, 0.01671,35, 2.35442, 0.00597, 0.01812,33,1770, 8.42272, 0.00713, 0.02157
959, 0.87225, 0.52360,32, 2.49480, 0.03395, 0.03703,43, 3.31711, 0.01043, 0.03053,33, 2.53161, 0.01858, 0.03651,40, 2.79838, 0.00926, 0.02830,42, 2.72389, 0.00797, 0.02692,41,2109, 9.53349, 0.00716, 0.02637
967, 0.90331, 0.52360,32, 2.46290, 0.02313, 0.03251,45, 3.41369, 0.00734, 0.02436,33, 2.42983, 0.01322, 0.03199,40, 2.66060, 0.00734, 0.02395,41, 2.92507, 0.00713, 0.02436,45,2392,10.80988, 0.00806, 0.02671
973, 0.91512, 0.52360,31, 2.34373, 0.01877, 0.02863,42, 3.00314, 0.00611, 0.01935,32, 2.16487, 0.01097, 0.02557,35, 2.44008, 0.00678, 0.02013,36, 2.54073, 0.00650, 0.02023,35,1980, 9.02468, 0.00735, 0.02257
1006, 0.94944, 0.52360,34, 2.16186, 0.01495, 0.02529,41, 2.66654, 0.00686, 0.02203,35, 2.36268, 0.00829, 0.02176,38, 2.47850, 0.00571, 0.01905,37, 2.52324, 0.00626, 0.02043,40,1940, 9.05622, 0.00481, 0.01747
97, 0.96441, 0.52360,23, 1.86393, 0.01189, 0.02918,36, 2.90278, 0.00363, 0.01255,27, 2.32423, 0.00506, 0.01683,28, 2.26969, 0.00404, 0.01377,28, 2.19303, 0.00396, 0.01363,50,2762,12.88253, 0.00663, 0.03505
123, 0.74530, 0.52360,20, 2.00442, 0.13811, 0.07275,29, 2.65186, 0.08624, 0.07030,25, 2.15408, 0.11607, 0.07490,28, 2.54536, 0.07860, 0.06984,24, 2.15341, 0.08542, 0.08363,50,2618,13.37257, 0.02721, 0.07918
317, 0.75007, 0.52360,32, 4.44624, 0.06306, 0.13063,43, 5.57424, 0.00897, 0.04684,40, 4.85633, 0.01917, 0.08188,47, 5.70552, 0.00421, 0.02533,46, 5.66561, 0.00353, 0.02443,41,487, 7.34456, 0.01899, 0.08140
327, 0.58178, 0.52360,50,12.40997, 0.32709, 0.73222,50,10.60000, 0.03729, 0.14574,45, 9.27283, 0.06948, 0.10451,46, 9.40415, 0.02121, 0.08158,40, 8.30705, 0.01151, 0.04689,45,1458,14.43888, 0.02550, 0.10297
330, 0.51475, 0.52360,50,16.40500, 0.21217, 0.58177,50,14.68307, 0.07793, 0.36094,50,13.29721, 0.12169, 0.42162,50,15.46548, 0.07882, 0.35726,50,11.38353, 0.01663, 0.07872,31,1420,12.23901, 0.03688, 0.14266
337, 0.41613, 0.52360,50,14.45072, 0.66694, 1.74234,50,19.40104, 0.32015, 0.70941,50,18.56853, 0.38488, 0.81297,50,18.69314, 0.31061, 0.65639,50,20.18518, 0.21552, 0.56261,34,1450,15.82819, 0.02380, 0.09553
343, 0.50228, 0.52360,50,19.99007, 0.25950, 0.63590,50,15.99126, 0.12418, 0.57135,50,16.49531, 0.18303, 0.45131,50,17.47142, 0.08870, 0.43921,48,12.34709, 0.01036, 0.04184,33,1462,13.77899, 0.01040, 0.05326
357, 0.87543, 0.52360,32, 2.54150, 0.01100, 0.03564,44, 3.47203, 0.00605, 0.02167,39, 2.84130, 0.00865, 0.02402,37, 2.62669, 0.00514, 0.02049,38, 2.88235, 0.00485, 0.02045,50,2505,11.89230, 0.00539, 0.02987
404, 0.90848, 0.52360,40, 1.59557, 0.01567, 0.04856,50, 1.95051, 0.01325, 0.05448,47, 1.81671, 0.01130, 0.04793,50, 1.92040, 0.00956, 0.04596,50, 1.81725, 0.00936, 0.04452,NaN,NaN,     NaN,     NaN,     NaN
440, 0.68934, 0.52360,48, 3.11630, 0.02416, 0.13388,50, 3.43496, 0.01462, 0.06527,50, 3.11960, 0.01390, 0.06943,50, 3.48141, 0.01387, 0.06121,50, 3.03005, 0.01272, 0.05269,44,2241,11.30194, 0.04047, 0.26307
464, 0.65954, 0.52360,48, 3.41264, 0.02235, 0.10123,50, 3.63976, 0.01239, 0.05056,50, 3.12036, 0.01341, 0.05342,50, 3.25647, 0.01178, 0.04612,50, 3.25079, 0.01220, 0.04788,41,2121,10.72381, 0.03390, 0.24859
488, 0.61728, 0.52360,46, 2.32552, 0.04004, 0.17637,22, 1.51395, 0.08450, 0.30270,50, 2.45683, 0.03975, 0.17327,30, 1.76187, 0.07983, 0.28414,38, 2.15564, 0.08396, 0.30131,28,1219, 5.93815, 0.07722, 0.29645
492, 0.63286, 0.52360,47, 2.44370, 0.03753, 0.15457,23, 1.40626, 0.08724, 0.30723,50, 2.71121, 0.04025, 0.16577,36, 2.12704, 0.08683, 0.30246,37, 2.13276, 0.08809, 0.30921,50,1082, 7.22042, 0.04132, 0.21761
504, 0.59215, 0.52360,50, 2.57231, 0.03604, 0.14343,27, 1.76669, 0.08412, 0.30462,50, 2.50217, 0.03983, 0.15603,50, 2.68596, 0.03712, 0.14729,50, 2.43771, 0.03766, 0.14843,NaN,NaN,     NaN,     NaN,     NaN
525, 0.61173, 0.52360,40, 3.17931, 0.01841, 0.10622,48, 3.71837, 0.01023, 0.03946,44, 3.29189, 0.01384, 0.06109,47, 3.60786, 0.01195, 0.04632,47, 3.39813, 0.01280, 0.05081,50,2540,13.55332, 0.01544, 0.18282
534, 0.70111, 0.52360,38, 2.96007, 0.01541, 0.08472,45, 3.53980, 0.00821, 0.03825,41, 3.19032, 0.01040, 0.05089,42, 3.30322, 0.00780, 0.03620,40, 3.06580, 0.00848, 0.04003,50,2641,12.41840, 0.00652, 0.03978
587, 0.87509, 0.52360,46, 2.52240, 0.01101, 0.02550,50, 3.24952, 0.01380, 0.07344,50, 2.55583, 0.00777, 0.01793,50, 2.66849, 0.00369, 0.01474,50, 2.81776, 0.00323, 0.01733,48,2277,11.38085, 0.04302, 0.22673
638, 0.78560, 0.52360,31, 2.62149, 0.02533, 0.06534,41, 3.38295, 0.01257, 0.03567,30, 2.42367, 0.01744, 0.04686,34, 2.88765, 0.01236, 0.03161,35, 2.93801, 0.01116, 0.02830,49,2480,13.10999, 0.01288, 0.04657
698, 0.74227, 0.52360,50, 7.97485, 0.09645, 0.22680,41, 5.74180, 0.00986, 0.02524,40, 5.60246, 0.01640, 0.05955,43, 5.95551, 0.00512, 0.01182,43, 5.99130, 0.00382, 0.01317,39,349, 7.03415, 0.01655, 0.06062
717, 0.56078, 0.52360,43, 8.39525, 0.10267, 0.24779,50, 8.29712, 0.03520, 0.23204,23, 4.78216, 0.07777, 0.34449,34, 6.68575, 0.06676, 0.36919,50, 7.06810, 0.00639, 0.02130,42,2143,13.53677, 0.00692, 0.01020
723, 0.42354, 0.52360,50,14.67127, 0.36413, 0.59352,23, 5.88814, 0.08461, 0.36371,50,11.94041, 0.27381, 0.57983,32, 7.04960, 0.05624, 0.33401,50, 9.94754, 0.05614, 0.27132,43,1890,18.15512, 0.06123, 0.30032
732, 0.45719, 0.52360,50,10.54832, 0.48818, 0.76144,50, 7.77264, 0.05099, 0.20052,50, 7.61557, 0.09718, 0.27419,50, 7.36912, 0.04946, 0.19318,50, 7.65602, 0.05121, 0.20195,35,1106,11.69795, 0.08127, 0.42868
736, 0.45589, 0.52360,45, 9.91298, 0.52116, 0.79557,50, 9.39486, 0.04972, 0.16706,50, 9.40588, 0.27763, 0.40587,50, 8.87664, 0.04765, 0.15817,50, 9.14230, 0.05285, 0.18141,29,765,10.17079, 0.07848, 0.41109
747, 0.44995, 0.52360,50,11.46310, 0.48893, 0.74875,50, 8.38014, 0.05809, 0.23159,29, 5.30349, 0.14487, 0.38055,50, 8.19436, 0.05553, 0.22653,50, 7.50120, 0.05680, 0.23407,50,1921,17.65683, 0.07582, 0.37428
756, 0.38690, 0.52360,27, 3.22439, 0.16609, 0.51930,26, 3.31172, 0.06648, 0.53679,36, 3.79338, 0.12214, 0.55210,29, 3.74065, 0.07380, 0.53088,19, 2.41372, 0.05859, 0.54219,21,644, 5.30976, 0.03965, 0.56906
759, 0.38619, 0.52360,26, 3.10879, 0.18600, 0.52573,26, 3.06212, 0.07191, 0.53807,41, 4.51291, 0.14308, 0.58228,30, 3.80546, 0.07329, 0.53690,19, 2.52433, 0.05683, 0.54907,22,739, 6.15427, 0.03796, 0.57620
763, 0.35746, 0.52360,38, 6.77219, 0.27984, 0.50500,35, 5.22682, 0.13489, 0.52771,39, 6.40564, 0.24387, 0.53161,50, 8.32594, 0.16472, 0.50814,31, 5.25105, 0.06413, 0.54115,18,630, 6.39606, 0.03263, 0.57868
773, 0.38582, 0.52360,50,11.77695, 0.52118, 0.65216,35, 7.37042, 0.17106, 0.43537,47,10.20402, 0.27377, 0.46688,49, 9.89192, 0.13409, 0.46176,41, 8.37351, 0.07208, 0.51523,29,1004,12.02226, 0.05869, 0.53922
776, 0.36398, 0.52360,50,12.79927, 0.73511, 1.73941,50,16.91644, 0.51936, 1.01645,50,14.18389, 0.73875, 1.69012,50,17.26747, 0.50316, 1.01407,50,13.28127, 0.73826, 1.73183,30,1642,17.62160, 0.02146, 0.06418
789, 0.67033, 0.52360,48, 9.27254, 0.26122, 0.50566,50, 8.81758, 0.03249, 0.10733,45, 7.65758, 0.05855, 0.18782,50, 8.43664, 0.01857, 0.06216,50, 8.65375, 0.00905, 0.03636,50,1900,15.81534, 0.01812, 0.05935
796, 0.69027, 0.52360,50, 8.84931, 0.22712, 0.45154,49, 8.05659, 0.02874, 0.10098,40, 6.31219, 0.05458, 0.18120,50, 7.89231, 0.01351, 0.04892,50, 7.54498, 0.00689, 0.02978,50,2261,15.38799, 0.00877, 0.03443
817, 0.83922, 0.52360,34, 3.24112, 0.01964, 0.05930,39, 3.80179, 0.01008, 0.02876,34, 2.86184, 0.01297, 0.03826,38, 2.97839, 0.00790, 0.02428,41, 3.33390, 0.00672, 0.02284,49,2385,12.00076, 0.00651, 0.02585
873, 0.89504, 0.52360,22, 1.02996, 0.06906, 0.12798,28, 1.32013, 0.06280, 0.23994,24, 1.00480, 0.06456, 0.19110,35, 1.51507, 0.06299, 0.20875,28, 1.21074, 0.06415, 0.22023,NaN,NaN,     NaN,     NaN,     NaN
914, 0.83199, 0.52360,35, 2.88777, 0.13862, 0.22798,50, 3.92291, 0.01279, 0.02864,50, 3.50814, 0.04533, 0.06174,50, 3.30592, 0.00605, 0.02104,50, 3.60076, 0.00689, 0.02197,50,2303,12.25185, 0.00930, 0.02862
948, 0.90576, 0.52360,34, 2.84168, 0.02479, 0.02954,50, 4.01685, 0.00906, 0.02354,42, 3.35083, 0.01313, 0.02389,43, 3.22119, 0.00717, 0.01964,46, 3.42226, 0.00700, 0.02026,50,2942,14.18773, 0.01209, 0.04396
949, 0.93675, 0.52360,34, 2.59398, 0.01355, 0.02669,50, 4.07834, 0.00876, 0.02693,44, 3.33450, 0.00732, 0.01874,47, 3.40240, 0.00475, 0.01572,49, 3.62907, 0.00523, 0.01732,50,2712,13.59368, 0.02001, 0.09998
959, 0.87225, 0.52360,39, 3.41233, 0.03363, 0.03677,50, 4.50999, 0.01097, 0.03223,42, 3.22112, 0.01786, 0.03530,48, 3.91473, 0.00831, 0.02713,50, 3.99248, 0.00811, 0.02767,50,2705,13.55729, 0.01524, 0.10187
967, 0.90331, 0.52360,36, 2.69797, 0.02261, 0.03284,50, 4.28571, 0.00910, 0.02902,41, 3.29358, 0.01236, 0.03089,47, 3.40853, 0.00662, 0.02337,50, 4.07622, 0.00673, 0.02400,50,2634,13.86825, 0.01680, 0.08687
973, 0.91512, 0.52360,35, 2.65827, 0.01850, 0.02896,50, 4.23523, 0.00791, 0.02432,42, 3.00548, 0.01020, 0.02421,44, 3.34805, 0.00611, 0.01954,47, 3.42757, 0.00602, 0.01997,50,2910,14.50943, 0.01218, 0.04473
1006, 0.94944, 0.52360,47, 3.03439, 0.01425, 0.02313,50, 3.99191, 0.01579, 0.05252,50, 3.59545, 0.00787, 0.02039,50, 3.38672, 0.00716, 0.02251,50, 3.77871, 0.00758, 0.02378,50,2598,12.53989, 0.01621, 0.13496
97, 0.96441, 0.52360,25, 2.42293, 0.01065, 0.02552,43, 4.07548, 0.00265, 0.01221,32, 2.70127, 0.00420, 0.01446,32, 2.72370, 0.00305, 0.01245,35, 2.80617, 0.00275, 0.01201,33,1838, 8.97654, 0.00125, 0.00788
123, 0.74530, 0.52360,26, 2.84089, 0.13392, 0.06826,38, 3.69714, 0.06075, 0.06392,36, 3.41803, 0.10156, 0.06925,32, 2.95943, 0.00457, 0.03127,31, 2.93190, 0.00595, 0.03058,50,2668,13.59494, 0.01868, 0.07792
317, 0.75007, 0.52360,29, 4.31962, 0.05904, 0.13342,43, 5.25830, 0.00899, 0.05237,32, 3.73789, 0.01607, 0.07952,43, 4.30918, 0.00486, 0.03110,39, 4.41145, 0.00654, 0.03772,48,2423,13.52871, 0.00657, 0.03740
327, 0.58178, 0.52360,50,11.30257, 0.34772, 0.78436,50, 8.38137, 0.03907, 0.18455,50, 8.55733, 0.10757, 0.40269,50, 8.44496, 0.03361, 0.17349,50, 8.65542, 0.03747, 0.19282,50,1508,14.09335, 0.02954, 0.14338
330, 0.51475, 0.52360,50,13.19436, 0.27977, 0.84753,50, 9.93360, 0.13123, 0.61839,33, 7.26442, 0.16563, 0.66720,45, 8.93366, 0.15333, 0.63466,50, 9.93470, 0.14271, 0.61959,50,2042,16.50088, 0.03016, 0.17532
337, 0.41613, 0.52360,50,12.88167, 0.61605, 1.54633,50,10.89198, 0.43760, 1.39503,50,11.23207, 0.48628, 1.43150,50,11.13185, 0.45201, 1.39256,50,11.53827, 0.44205, 1.40172,50,1892,18.71088, 0.02613, 0.11409
343, 0.50228, 0.52360,50,14.80063, 0.46967, 1.34732,24, 5.23602, 0.15397, 0.65537,50,12.38459, 0.24743, 0.80894,50,10.89365, 0.18696, 0.69950,31, 6.99066, 0.14597, 0.65181,50,1985,17.99781, 0.03750, 0.27980
357, 0.87543, 0.52360,25, 2.39056, 0.00988, 0.02862,26, 2.53133, 0.00465, 0.01540,24, 2.24486, 0.00807, 0.01962,23, 2.27569, 0.00510, 0.01539,24, 2.16781, 0.00459, 0.01571,31,1452, 7.99834, 0.00768, 0.01543
404, 0.90848, 0.52360,32, 1.29876, 0.01336, 0.05353,38, 1.44490, 0.00540, 0.03735,31, 1.17165, 0.00814, 0.04903,32, 1.29923, 0.00608, 0.04483,37, 1.37766, 0.00565, 0.03947,NaN,NaN,     NaN,     NaN,     NaN
440, 0.68934, 0.52360,35, 2.37475, 0.01896, 0.09933,27, 1.93964, 0.01040, 0.02638,27, 1.92410, 0.01050, 0.04410,22, 1.71014, 0.00842, 0.01990,24, 1.80603, 0.00950, 0.02270,27,1500, 6.58188, 0.01083, 0.01889
464, 0.65954, 0.52360,33, 2.14695, 0.01891, 0.08420,28, 2.28713, 0.00895, 0.02789,27, 1.87332, 0.01025, 0.03748,23, 1.84901, 0.00721, 0.02054,24, 1.97719, 0.00884, 0.03030,28,1472, 7.25140, 0.00902, 0.01938
488, 0.61728, 0.52360,46, 2.42722, 0.03433, 0.14747,30, 1.55943, 0.01452, 0.04069,36, 1.73586, 0.01551, 0.06162,30, 1.67323, 0.01412, 0.04286,31, 1.58887, 0.01410, 0.04251,35,2120, 8.97776, 0.01053, 0.04780
492, 0.63286, 0.52360,49, 2.65641, 0.03016, 0.12076,30, 1.59837, 0.01561, 0.04207,31, 1.52945, 0.01490, 0.04933,29, 1.65447, 0.01519, 0.04234,29, 1.46040, 0.01520, 0.04210,32,1558, 6.83777, 0.02103, 0.04408
504, 0.59215, 0.52360,33, 1.75820, 0.02392, 0.09713,30, 1.68433, 0.01417, 0.04679,27, 1.43419, 0.01452, 0.06023,29, 1.54323, 0.01372, 0.05509,27, 1.46769, 0.01356, 0.05303,29,1603, 7.10645, 0.01864, 0.03763
525, 0.61173, 0.52360,36, 2.90207, 0.01786, 0.09730,29, 2.70393, 0.01145, 0.02973,28, 2.28488, 0.01446, 0.04996,26, 2.23050, 0.01169, 0.03444,26, 2.21080, 0.01288, 0.03994,33,1595, 8.93514, 0.01776, 0.03789
534, 0.70111, 0.52360,39, 3.02978, 0.01378, 0.07239,42, 3.68601, 0.00705, 0.03359,37, 2.80531, 0.00940, 0.04709,35, 3.10246, 0.00670, 0.03325,36, 3.10410, 0.00735, 0.03716,50,2138,11.81489, 0.00802, 0.03301
587, 0.87509, 0.52360,29, 1.77504, 0.00951, 0.02286,43, 2.64410, 0.00431, 0.01185,33, 2.04751, 0.00689, 0.01649,36, 2.13385, 0.00396, 0.00951,38, 2.04005, 0.00361, 0.00965,41,2128, 9.38874, 0.00554, 0.00333
638, 0.78560, 0.52360,32, 3.11206, 0.02131, 0.06607,50, 5.62001, 0.01483, 0.05001,37, 3.44614, 0.01326, 0.04674,49, 4.51862, 0.01079, 0.03512,40, 4.06199, 0.00900, 0.03015,50,2172,16.45724, 0.01319, 0.39014
698, 0.74227, 0.52360,39, 6.15905, 0.07853, 0.20917,48, 5.45333, 0.00953, 0.02498,41, 4.63129, 0.01569, 0.05495,40, 4.36450, 0.00639, 0.02327,38, 4.18939, 0.00734, 0.02834,39,1825,10.96337, 0.00796, 0.03202
717, 0.56078, 0.52360,50,10.24932, 0.20548, 0.72078,49, 7.51235, 0.04431, 0.29246,50, 8.89764, 0.12101, 0.60484,50, 6.55911, 0.01349, 0.09667,50, 6.53242, 0.01049, 0.04101,43,1918,12.31958, 0.01454, 0.04685
723, 0.42354, 0.52360,50,12.68981, 0.50514, 1.48255,50,11.15703, 0.30409, 0.93470,50,11.49671, 0.45163, 1.38595,45, 8.46881, 0.08276, 0.43519,50, 9.46145, 0.08002, 0.38663,46,1263,12.82897, 0.03656, 0.19980
732, 0.45719, 0.52360,50,10.78446, 0.44789, 1.36060,50, 6.23082, 0.04632, 0.14032,50, 8.42497, 0.31573, 0.86048,50, 6.03646, 0.04595, 0.13444,50, 6.27619, 0.04518, 0.12808,50,938, 9.90810, 0.04224, 0.12494
736, 0.45589, 0.52360,50,12.66911, 0.51884, 1.51538,47, 6.73881, 0.04673, 0.13510,50, 9.30880, 0.35639, 0.95257,47, 6.01452, 0.04643, 0.13254,50, 7.05096, 0.04061, 0.10904,49,710, 9.81026, 0.04670, 0.13475
747, 0.44995, 0.52360,50,11.45173, 0.46410, 1.41101,50, 6.40065, 0.05037, 0.14906,50, 9.43958, 0.35119, 0.97017,50, 6.29398, 0.04564, 0.13589,50, 6.92905, 0.04485, 0.12804,49,1078,10.90934, 0.04333, 0.12545
756, 0.38690, 0.52360,50, 8.46154, 0.39771, 1.40456,50, 7.28003, 0.13986, 0.65108,50, 8.01913, 0.37144, 1.21170,47, 6.19285, 0.13545, 0.62881,50, 7.40194, 0.11752, 0.52326,50,1221,11.13162, 0.05685, 0.20256
759, 0.38619, 0.52360,50, 8.44849, 0.42013, 1.43573,45, 6.42234, 0.17336, 0.79625,50, 7.90791, 0.39210, 1.30425,50, 6.32598, 0.14266, 0.65289,50, 8.03572, 0.30315, 1.08537,49,1389,11.89551, 0.05250, 0.17029
763, 0.35746, 0.52360,50,10.90069, 0.48745, 1.55762,50,10.06781, 0.41357, 1.39888,50, 9.97793, 0.46252, 1.55903,50, 8.53987, 0.22983, 1.05395,50, 9.52845, 0.45354, 1.54435,50,2178,16.69108, 0.01941, 0.03068
773, 0.38582, 0.52360,50,11.28878, 0.51079, 1.53609,50,10.93928, 0.42143, 1.35814,50,10.11868, 0.47298, 1.48914,50,10.27816, 0.41852, 1.26487,50,10.59490, 0.44938, 1.45313,47,1693,14.62749, 0.03181, 0.09807
776, 0.36398, 0.52360,50,13.10846, 0.71182, 1.59879,50,11.40691, 0.47991, 1.46488,50,12.37507, 0.56114, 1.52301,50,11.24047, 0.48742, 1.46365,50,12.89116, 0.46308, 1.47002,50,2245,23.59417, 0.05670, 0.36683
789, 0.67033, 0.52360,39, 7.41433, 0.26211, 0.50717,42, 6.83991, 0.03234, 0.10969,37, 5.74020, 0.05636, 0.18404,48, 6.95381, 0.01883, 0.06436,50, 7.15721, 0.01359, 0.05154,42,1159,10.88643, 0.04211, 0.14751
796, 0.69027, 0.52360,38, 6.74848, 0.22904, 0.45574,40, 6.58812, 0.02846, 0.10268,37, 5.13911, 0.05413, 0.18144,50, 6.81783, 0.01301, 0.04792,50, 7.06492, 0.00940, 0.03957,50,1769,14.02180, 0.03217, 0.12086
817, 0.83922, 0.52360,28, 2.69366, 0.01829, 0.05447,35, 3.82409, 0.01179, 0.02828,29, 2.99120, 0.01408, 0.03660,31, 2.89505, 0.00889, 0.02306,29, 2.94496, 0.00979, 0.02519,50,2604,16.42541, 0.04124, 0.18052
873, 0.89504, 0.52360,37, 1.76136, 0.05224, 0.07923,50, 2.32754, 0.03192, 0.30926,50, 2.37304, 0.06181, 0.18832,50, 2.44087, 0.03586, 0.30368,43, 2.00420, 0.02308, 0.30741,17,1011, 4.46040, 0.05648, 0.32799
914, 0.83199, 0.52360,50, 4.16905, 0.13541, 0.07319,34, 3.07268, 0.01575, 0.02468,38, 2.99984, 0.03999, 0.02468,36, 2.76543, 0.00981, 0.02350,40, 3.03015, 0.00996, 0.02414,39,1860, 9.47094, 0.01134, 0.02700
948, 0.90576, 0.52360,23, 2.05639, 0.02527, 0.02268,24, 2.57283, 0.00841, 0.01494,23, 2.10965, 0.01475, 0.01769,25, 2.23831, 0.01026, 0.01558,24, 2.28004, 0.01087, 0.01621,25,1404, 6.90963, 0.00843, 0.01986
949, 0.93675, 0.52360,23, 2.20934, 0.01459, 0.02124,25, 2.63049, 0.00770, 0.01401,23, 2.23329, 0.00981, 0.01385,23, 2.18775, 0.00898, 0.01302,23, 2.32070, 0.00913, 0.01337,29,1644, 7.77299, 0.01012, 0.02106
959, 0.87225, 0.52360,25, 2.44470, 0.03899, 0.03228,29, 2.85159, 0.01982, 0.03184,25, 2.27060, 0.02550, 0.03397,25, 2.17116, 0.02679, 0.03405,25, 2.61598, 0.02544, 0.03365,33,1801, 8.79055, 0.01607, 0.03309
967, 0.90331, 0.52360,24, 2.38110, 0.02828, 0.02969,30, 3.14329, 0.01405, 0.02464,24, 2.28223, 0.02002, 0.02858,23, 2.21795, 0.02365, 0.02824,25, 2.25838, 0.01960, 0.02688,31,1714, 8.29022, 0.01338, 0.02824
973, 0.91512, 0.52360,23, 2.24852, 0.01992, 0.02297,27, 2.69078, 0.00728, 0.01582,24, 2.18473, 0.01189, 0.01780,23, 2.37672, 0.01205, 0.01701,24, 2.23222, 0.01089, 0.01705,27,1486, 7.44292, 0.00723, 0.01957
1006, 0.94944, 0.52360,27, 2.16149, 0.01535, 0.02469,43, 3.29021, 0.00195, 0.01195,34, 2.52031, 0.00728, 0.01746,38, 2.59525, 0.00378, 0.01401,41, 2.74576, 0.00292, 0.01293,43,2182,10.32730, 0.00365, 0.01551
97, 0.96441, 0.52360,23, 1.97384, 0.01128, 0.02684,44, 3.43103, 0.00344, 0.01312,31, 2.35889, 0.00503, 0.01602,33, 2.38439, 0.00364, 0.01309,35, 2.62923, 0.00358, 0.01320,50,3160,14.96017, 0.00185, 0.03341
123, 0.74530, 0.52360,23, 2.45096, 0.13223, 0.06832,32, 3.00475, 0.05718, 0.06402,35, 3.04073, 0.10169, 0.06941,39, 3.10302, 0.00532, 0.03099,31, 2.64865, 0.00577, 0.03219,50,2602,13.13423, 0.03578, 0.11827
317, 0.75007, 0.52360,37, 5.66639, 0.06557, 0.13796,33, 4.09040, 0.00839, 0.05055,29, 3.30221, 0.01606, 0.07879,37, 3.99256, 0.00484, 0.03112,35, 3.64011, 0.00593, 0.03568,31,1635, 8.96990, 0.00536, 0.02988
327, 0.58178, 0.52360,50,11.94446, 0.33696, 0.74926,37, 6.25195, 0.03823, 0.17755,50, 8.36803, 0.10918, 0.40668,50, 8.16399, 0.02464, 0.11751,50, 7.26644, 0.01440, 0.07863,36,1027,10.23789, 0.02661, 0.12713
330, 0.51475, 0.52360,50,16.51239, 0.22609, 0.63663,47, 9.59701, 0.13190, 0.62199,33, 6.63716, 0.16707, 0.66446,44, 8.87658, 0.15376, 0.63430,50, 9.93750, 0.14234, 0.61877,50,1573,14.34602, 0.02952, 0.13764
337, 0.41613, 0.52360,29,12.40634, 0.37283, 0.59708,50,11.58490, 0.43561, 1.39001,50,18.88230, 0.52322, 0.62831,50,12.12628, 0.46186, 1.42234,29,12.81433, 0.36879, 0.59412,40,1531,15.15940, 0.02456, 0.09954
343, 0.50228, 0.52360,50,18.64330, 0.27150, 0.67588,33, 7.50331, 0.15673, 0.65561,50,12.53203, 0.24362, 0.79808,50,11.18175, 0.18568, 0.69696,38, 8.91279, 0.13924, 0.63975,42,1878,14.86268, 0.01018, 0.06583
357, 0.87543, 0.52360,23, 1.72686, 0.00898, 0.02667,27, 2.14650, 0.00392, 0.01257,24, 1.80606, 0.00656, 0.01703,25, 1.79023, 0.00284, 0.01386,22, 1.63500, 0.00199, 0.01247,31,1722, 7.62809, 0.00338, 0.01436
404, 0.90848, 0.52360,21, 0.89406, 0.01187, 0.04294,30, 1.11190, 0.00439, 0.02435,24, 1.06850, 0.00670, 0.03708,25, 1.06004, 0.00494, 0.03212,27, 1.16684, 0.00459, 0.02761,38,1932, 7.65309, 0.01220, 0.05045
440, 0.68934, 0.52360,36, 2.11203, 0.01901, 0.09955,28, 1.65610, 0.00962, 0.02611,30, 1.66700, 0.01057, 0.04531,25, 1.57892, 0.00649, 0.01767,26, 1.60727, 0.00862, 0.02185,44,2313,10.15012, 0.00592, 0.02604
464, 0.65954, 0.52360,33, 2.24157, 0.01874, 0.08278,32, 2.16160, 0.00865, 0.02736,29, 2.15134, 0.01049, 0.03672,25, 1.68656, 0.00637, 0.01761,27, 1.77130, 0.00902, 0.02954,34,1849, 7.93246, 0.00506, 0.02385
