frame,overlap,angle,all_iters,all_time,all_t_err,all_r_err,pct_iters,pct_time,pct_t_err,pct_r_err,sigma_iters,sigma_time,sigma_t_err,sigma_r_err,x84_iters,x84_time,x84_t_err,x84_r_err,dynamic_iters,dynamic_time,dynamic_t_err,dynamic_r_err,hmrf_iters,hmrf_em_iters,hmrf_time,hmrf_t_err,hmrf_r_err
723, 0.42354, 0.20944,50,13.25019, 0.50612, 0.70753,46, 9.41318, 0.08278, 0.34360,50,12.04813, 0.29816, 0.40371,35, 5.28925, 0.03563, 0.23789,50, 7.63639, 0.03496, 0.16212,26,787, 7.39416, 0.02935, 0.13642
732, 0.45719, 0.20944,50, 9.33478, 0.45846, 0.67603,32, 3.70371, 0.04641, 0.13969,20, 2.05238, 0.08920, 0.17541,31, 3.32965, 0.04569, 0.13364,25, 2.56929, 0.04502, 0.12888,40,1785,10.58239, 0.02560, 0.04981
736, 0.45589, 0.20944,50,10.01871, 0.51579, 0.77893,25, 3.08821, 0.04643, 0.13491,17, 2.13135, 0.09909, 0.18508,23, 2.96543, 0.04561, 0.13339,27, 3.28975, 0.04060, 0.10724,28,763, 7.15034, 0.03828, 0.10409
747, 0.44995, 0.20944,50, 9.83261, 0.47658, 0.70841,31, 3.53621, 0.04900, 0.14882,45, 5.60766, 0.11864, 0.25152,32, 3.72133, 0.04475, 0.13579,27, 2.90519, 0.04493, 0.13212,35,1568, 9.53472, 0.02720, 0.05439
756, 0.38690, 0.20944,50, 8.03094, 0.23094, 0.40782,50, 5.16398, 0.17584, 0.37768,50, 6.16247, 0.25553, 0.40122,50, 5.09788, 0.11089, 0.40354,50, 4.55050, 0.09610, 0.28506,36,964, 7.99612, 0.03687, 0.13522
759, 0.38619, 0.20944,46, 6.32838, 0.18709, 0.52649,50, 5.40771, 0.18893, 0.33411,50, 6.35408, 0.25816, 0.42803,50, 5.19433, 0.12483, 0.41232,33, 3.50057, 0.11846, 0.29400,38,1197, 9.64646, 0.03708, 0.12607
763, 0.35746, 0.20944,50,10.15375, 0.50571, 0.72532,50, 7.65001, 0.18562, 0.38585,50, 9.49334, 0.24653, 0.49928,50, 5.87898, 0.11432, 0.32567,41, 6.72675, 0.06258, 0.53701,36,1651,11.36967, 0.01963, 0.02451
773, 0.38582, 0.20944,50,11.58118, 0.54570, 0.71945,50,10.32611, 0.17499, 0.40127,50,11.54689, 0.48444, 0.64811,46, 6.62967, 0.11016, 0.28792,50,10.41353, 0.07682, 0.52119,31,1088, 8.86831, 0.03184, 0.09806
776, 0.36398, 0.20944,50,21.74773, 0.56353, 1.03323,50,15.93141, 0.51963, 1.01923,50,16.34544, 0.56564, 0.98631,50,16.55707, 0.49478, 0.99945,45,20.99632, 0.56205, 0.94225,28,1441,12.93479, 0.02491, 0.08261
789, 0.67033, 0.20944,49, 8.45933, 0.26140, 0.50596,24, 3.31637, 0.03157, 0.10739,32, 4.26889, 0.05662, 0.18421,32, 4.07950, 0.01926, 0.06590,47, 6.23270, 0.00812, 0.03695,39,1982,11.46641, 0.00819, 0.03312
796, 0.69027, 0.20944,50, 8.38533, 0.22660, 0.45033,23, 3.02184, 0.02743, 0.09982,33, 4.05592, 0.05426, 0.18144,39, 4.48009, 0.01229, 0.04578,39, 4.56554, 0.00840, 0.03683,34,1725, 9.61947, 0.00756, 0.03173
817, 0.83922, 0.20944,21, 1.60184, 0.01784, 0.05434,23, 1.88436, 0.00975, 0.02579,19, 1.43099, 0.01307, 0.03601,23, 1.54553, 0.00765, 0.02204,20, 1.30272, 0.00846, 0.02457,23,1303, 5.54274, 0.01172, 0.03885
873, 0.89504, 0.20944,15, 0.71275, 0.04819, 0.07922,29, 1.03061, 0.01136, 0.04011,21, 0.77541, 0.03281, 0.06905,28, 0.93974, 0.01193, 0.04314,30, 1.03763, 0.01613, 0.05008,35,1074, 5.05841, 0.00568, 0.03063
914, 0.83199, 0.20944,50, 4.00112, 0.13564, 0.10135,22, 1.64653, 0.01459, 0.02408,24, 1.49148, 0.03874, 0.02434,22, 1.54594, 0.00836, 0.02258,23, 1.64483, 0.00998, 0.02466,24,1229, 5.57007, 0.00712, 0.02174
948, 0.90576, 0.20944,17, 1.14020, 0.02259, 0.02230,17, 1.22448, 0.00507, 0.01333,17, 1.18546, 0.01144, 0.01734,16, 1.12220, 0.00620, 0.01467,17, 1.27112, 0.00549, 0.01488,18,941, 4.29399, 0.00354, 0.01575
949, 0.93675, 0.20944,16, 1.15579, 0.01272, 0.02080,17, 1.11278, 0.00391, 0.01191,17, 1.22578, 0.00664, 0.01293,17, 1.24884, 0.00507, 0.01217,17, 1.23924, 0.00469, 0.01222,17,941, 4.27074, 0.00339, 0.01436
959, 0.87225, 0.20944,16, 1.20194, 0.03332, 0.02917,19, 1.22114, 0.01011, 0.02513,18, 1.15669, 0.01808, 0.03071,18, 1.21619, 0.01070, 0.02556,18, 1.22941, 0.01066, 0.02570,20,1152, 5.13360, 0.00710, 0.02505
967, 0.90331, 0.20944,17, 1.28256, 0.02310, 0.02652,18, 1.38489, 0.00754, 0.02029,17, 1.13198, 0.01255, 0.02495,17, 1.21809, 0.00898, 0.02120,17, 1.16281, 0.00877, 0.02131,19,1036, 4.36366, 0.00621, 0.02199
973, 0.91512, 0.20944,17, 1.24245, 0.01737, 0.02211,19, 1.36703, 0.00430, 0.01403,18, 1.22796, 0.00863, 0.01719,17, 1.17813, 0.00562, 0.01490,17, 1.14863, 0.00528, 0.01500,18,939, 4.18938, 0.00356, 0.01575
1006, 0.94944, 0.20944,20, 1.32668, 0.01436, 0.02417,27, 1.50951, 0.00272, 0.01350,22, 1.34395, 0.00687, 0.01771,24, 1.51876, 0.00399, 0.01500,25, 1.48042, 0.00352, 0.01465,26,1329, 5.92400, 0.00267, 0.01477
97, 0.96441, 0.20944,17, 1.19674, 0.01087, 0.02591,25, 1.57894, 0.00229, 0.01134,20, 1.23761, 0.00419, 0.01442,21, 1.44324, 0.00307, 0.01220,22, 1.35372, 0.00292, 0.01195,30,1887, 7.58952, 0.00114, 0.00852
123, 0.74530, 0.20944,21, 1.98710, 0.13197, 0.06825,31, 2.16861, 0.06249, 0.06383,32, 2.38492, 0.10149, 0.06940,21, 1.48066, 0.00249, 0.03060,20, 1.57621, 0.00653, 0.03297,26,1439, 6.07184, 0.00497, 0.02733
317, 0.75007, 0.20944,19, 2.32927, 0.05714, 0.13028,22, 2.08874, 0.00720, 0.04671,20, 1.90284, 0.01488, 0.07544,23, 2.20902, 0.00437, 0.02854,21, 1.99971, 0.00501, 0.03236,20,1043, 5.33995, 0.00481, 0.02434
327, 0.58178, 0.20944,50,11.81164, 0.33270, 0.73588,20, 3.42273, 0.03538, 0.16377,13, 2.10899, 0.07065, 0.16440,20, 2.98875, 0.01990, 0.10328,40, 6.10183, 0.01102, 0.05304,20,383, 4.70640, 0.02380, 0.11700
330, 0.51475, 0.20944,50,16.19592, 0.22225, 0.62011,50, 9.59697, 0.09121, 0.53248,50,10.95037, 0.16639, 0.66229,50, 9.31933, 0.08671, 0.50618,50, 9.60426, 0.04458, 0.25146,43,1553,13.27177, 0.03090, 0.12608
337, 0.41613, 0.20944,50,22.69359, 0.40172, 0.24738,50,17.97287, 0.30812, 0.67645,50,18.05368, 0.39100, 0.85530,50,17.25773, 0.25334, 0.46524,50,19.65190, 0.25091, 0.67185,16,666, 5.86886, 0.02403, 0.09217
343, 0.50228, 0.20944,50,19.15582, 0.26767, 0.66485,50,11.46058, 0.15259, 0.65611,50,15.11842, 0.17672, 0.58962,50,10.94390, 0.08051, 0.45456,50,11.67114, 0.13460, 0.63305,21,945, 7.53162, 0.00939, 0.06600
357, 0.87543, 0.20944,19, 1.20475, 0.00911, 0.02727,19, 1.39084, 0.00350, 0.01291,19, 1.19606, 0.00673, 0.01760,18, 1.07689, 0.00274, 0.01335,18, 1.26208, 0.00226, 0.01320,23,1317, 5.64844, 0.00254, 0.01541
404, 0.90848, 0.20944,18, 0.69773, 0.01158, 0.03782,20, 0.69623, 0.00393, 0.01822,20, 0.64131, 0.00619, 0.03296,19, 0.65759, 0.00421, 0.02322,19, 0.72889, 0.00384, 0.01772,29,1444, 5.78062, 0.01173, 0.05266
440, 0.68934, 0.20944,30, 1.68144, 0.01917, 0.10048,21, 1.18398, 0.00916, 0.02689,23, 1.37267, 0.01052, 0.04570,19, 1.08968, 0.00528, 0.01689,19, 1.17954, 0.00799, 0.02240,24,1477, 6.45727, 0.00434, 0.02114
464, 0.65954, 0.20944,28, 1.65416, 0.01905, 0.08431,23, 1.40761, 0.00852, 0.02683,23, 1.44668, 0.01069, 0.03722,20, 1.17210, 0.00650, 0.01900,21, 1.49392, 0.00922, 0.03072,21,1181, 4.98407, 0.00433, 0.02144
488, 0.61728, 0.20944,41, 2.07299, 0.03472, 0.14921,22, 1.01121, 0.01335, 0.03973,25, 1.30099, 0.01525, 0.05981,23, 1.08592, 0.01349, 0.04245,22, 1.09693, 0.01351, 0.04301,19,1120, 4.31983, 0.00823, 0.03916
492, 0.63286, 0.20944,42, 2.04078, 0.03013, 0.12063,19, 0.95022, 0.01466, 0.04143,25, 1.30269, 0.01488, 0.04966,16, 0.86300, 0.01435, 0.04181,20, 1.08085, 0.01449, 0.04164,20,1238, 4.64442, 0.00780, 0.03616
504, 0.59215, 0.20944,28, 1.41585, 0.02411, 0.09778,23, 1.28620, 0.01388, 0.04680,22, 1.10729, 0.01457, 0.06051,22, 1.08394, 0.01359, 0.05413,22, 1.11775, 0.01355, 0.05372,28,1510, 6.05576, 0.00647, 0.02844
525, 0.61173, 0.20944,26, 1.68725, 0.01770, 0.09592,22, 1.52788, 0.01007, 0.02890,20, 1.38830, 0.01387, 0.04895,19, 1.32628, 0.01054, 0.03037,19, 1.43081, 0.01208, 0.03801,18,962, 4.39034, 0.00726, 0.00895
534, 0.70111, 0.20944,27, 1.70780, 0.01403, 0.07241,20, 1.28970, 0.00689, 0.02908,21, 1.27471, 0.00959, 0.04430,20, 1.32383, 0.00622, 0.02716,19, 1.43286, 0.00718, 0.03241,21,1244, 4.97202, 0.00361, 0.02283
587, 0.87509, 0.20944,20, 0.95624, 0.00939, 0.02000,23, 1.12629, 0.00323, 0.00727,20, 0.90331, 0.00591, 0.01468,25, 1.18625, 0.00290, 0.00748,26, 1.14908, 0.00285, 0.00822,25,1315, 5.43051, 0.00328, 0.00714
638, 0.78560, 0.20944,18, 1.27113, 0.02201, 0.06384,20, 1.51919, 0.00901, 0.02960,19, 1.30297, 0.01289, 0.04349,18, 1.40120, 0.00845, 0.02849,18, 1.30772, 0.00737, 0.02604,19,1022, 4.51521, 0.00639, 0.02088
698, 0.74227, 0.20944,22, 3.03466, 0.07232, 0.19795,22, 2.46097, 0.00987, 0.02096,22, 2.33095, 0.01520, 0.04997,20, 2.21161, 0.00676, 0.01601,17, 1.91485, 0.00744, 0.01904,18,1054, 5.45547, 0.00685, 0.02083
717, 0.56078, 0.20944,20, 3.55803, 0.10220, 0.24194,35, 4.81248, 0.04194, 0.27729,29, 5.22241, 0.07884, 0.31571,18, 2.29972, 0.01216, 0.08216,48, 5.72463, 0.00626, 0.01927,21,955, 5.77009, 0.01396, 0.04557
723, 0.42354, 0.20944,50,13.41028, 0.50614, 0.70756,41, 8.28636, 0.08234, 0.33940,50,11.98564, 0.27854, 0.40211,35, 5.21975, 0.03535, 0.23680,50, 7.54781, 0.03474, 0.16071,25,629, 6.44608, 0.03095, 0.13425
732, 0.45719, 0.20944,50, 9.63051, 0.46154, 0.68414,26, 2.69785, 0.04576, 0.13972,19, 1.94348, 0.08814, 0.17641,27, 2.87981, 0.04538, 0.13312,18, 2.02074, 0.04449, 0.13068,30,1528, 8.69766, 0.02566, 0.04985
736, 0.45589, 0.20944,50, 9.54546, 0.51669, 0.78170,17, 2.09755, 0.04481, 0.13334,15, 1.95467, 0.09772, 0.18443,17, 2.07064, 0.04433, 0.13031,20, 2.42116, 0.04097, 0.10867,30,1490, 8.95843, 0.02556, 0.04669
747, 0.44995, 0.20944,50, 9.84576, 0.47832, 0.71371,26, 2.94285, 0.04872, 0.14917,37, 4.64957, 0.11768, 0.25174,26, 2.81682, 0.04429, 0.13561,16, 2.02258, 0.04433, 0.13542,24,1445, 8.23585, 0.02736, 0.05481
756, 0.38690, 0.20944,47, 6.11546, 0.16691, 0.51883,40, 3.99481, 0.16441, 0.29895,50, 5.73566, 0.22976, 0.38100,50, 5.03822, 0.10154, 0.36052,50, 4.81187, 0.12947, 0.29319,32,796, 6.59926, 0.03587, 0.13282
759, 0.38619, 0.20944,41, 5.33641, 0.18701, 0.52650,45, 4.38485, 0.17685, 0.32130,24, 3.03487, 0.15154, 0.40424,47, 4.87656, 0.10240, 0.35197,50, 5.56342, 0.11724, 0.30656,30,1093, 7.87367, 0.03719, 0.12520
763, 0.35746, 0.20944,50,10.73041, 0.50217, 0.71700,50, 7.67040, 0.18651, 0.38667,50, 9.25511, 0.24674, 0.51067,50, 5.93688, 0.12169, 0.32981,40, 6.95591, 0.06304, 0.53829,30,1403, 9.77886, 0.01973, 0.02542
773, 0.38582, 0.20944,50,11.70104, 0.54504, 0.71769,50, 9.73862, 0.17293, 0.43239,50,12.16927, 0.45850, 0.58487,43, 6.58280, 0.10910, 0.28653,50,10.67503, 0.07288, 0.51612,28,1005, 8.25491, 0.03186, 0.09813
776, 0.36398, 0.20944,50,21.48702, 0.62058, 1.24986,50,16.15744, 0.51973, 1.01895,50,15.96866, 0.56654, 0.98789,50,17.38136, 0.49005, 0.97773,50,23.44735, 0.55841, 0.93375,17,1361,11.19225, 0.02454, 0.08065
789, 0.67033, 0.20944,50, 9.05290, 0.26151, 0.50616,21, 2.97700, 0.03074, 0.10400,35, 4.87470, 0.05638, 0.18331,25, 3.36288, 0.01780, 0.06085,37, 4.90302, 0.00892, 0.03851,23,1147, 7.14618, 0.00986, 0.03583
796, 0.69027, 0.20944,50, 8.61946, 0.22624, 0.44961,20, 2.50952, 0.02645, 0.09652,38, 4.55450, 0.05422, 0.18112,27, 3.21023, 0.01250, 0.04649,32, 4.01671, 0.00843, 0.03666,24,1230, 6.91595, 0.00755, 0.03001
817, 0.83922, 0.20944,20, 1.49529, 0.01701, 0.05222,19, 1.52138, 0.00768, 0.02118,21, 1.41185, 0.01139, 0.03292,17, 1.12935, 0.00654, 0.01845,17, 1.17501, 0.00646, 0.01928,18,1152, 4.89378, 0.00498, 0.01425
873, 0.89504, 0.20944,18, 0.80832, 0.04906, 0.07271,36, 1.23537, 0.01319, 0.04165,23, 0.85295, 0.03337, 0.06955,34, 1.13720, 0.01501, 0.04712,30, 0.98677, 0.01691, 0.05474,42,1387, 6.36912, 0.01438, 0.04477
914, 0.83199, 0.20944,50, 3.98236, 0.13564, 0.10259,22, 1.55365, 0.01318, 0.02216,23, 1.42863, 0.03733, 0.02308,20, 1.36354, 0.00648, 0.01988,22, 1.57087, 0.00645, 0.01978,22,1030, 5.18730, 0.00482, 0.01893
948, 0.90576, 0.20944,17, 1.12574, 0.02111, 0.01947,20, 1.42301, 0.00314, 0.00997,18, 1.16260, 0.00974, 0.01361,18, 1.18860, 0.00312, 0.01107,20, 1.24914, 0.00245, 0.01182,25,1529, 6.37668, 0.00217, 0.01178
949, 0.93675, 0.20944,18, 1.14309, 0.01135, 0.01832,20, 1.35932, 0.00189, 0.00679,18, 1.20905, 0.00483, 0.00898,19, 1.27831, 0.00240, 0.00826,18, 1.16600, 0.00207, 0.00778,22,1575, 6.55385, 0.00210, 0.00728
959, 0.87225, 0.20944,19, 1.26283, 0.03142, 0.02863,19, 1.38166, 0.00717, 0.02177,18, 1.27417, 0.01585, 0.02783,19, 1.28470, 0.00638, 0.02147,17, 1.19770, 0.00649, 0.02117,18,961, 3.98761, 0.00342, 0.01961
967, 0.90331, 0.20944,18, 1.24895, 0.02086, 0.02435,19, 1.38773, 0.00437, 0.01652,18, 1.22308, 0.01015, 0.02138,17, 1.13606, 0.00520, 0.01691,16, 1.09107, 0.00508, 0.01665,19,1041, 4.40269, 0.00276, 0.01600
973, 0.91512, 0.20944,18, 1.26838, 0.01614, 0.02035,19, 1.35307, 0.00254, 0.01071,19, 1.22060, 0.00710, 0.01441,18, 1.24789, 0.00313, 0.01168,19, 1.15390, 0.00266, 0.01187,23,1334, 5.53064, 0.00239, 0.01182
1006, 0.94944, 0.20944,21, 1.24536, 0.01321, 0.02105,27, 1.72395, 0.00118, 0.00974,24, 1.41636, 0.00551, 0.01441,25, 1.45104, 0.00217, 0.01146,24, 1.41247, 0.00146, 0.01098,29,1470, 6.49398, 0.00178, 0.01110
97, 0.96441, 0.20944,14, 0.97916, 0.00887, 0.02158,17, 1.16895, 0.00337, 0.00563,17, 0.98932, 0.00155, 0.00887,17, 1.10698, 0.00141, 0.00408,16, 1.03273, 0.00177, 0.00393,20,1048, 4.28701, 0.00259, 0.00505
123, 0.74530, 0.20944,19, 1.57738, 0.13142, 0.06805,23, 1.89829, 0.06398, 0.06277,25, 1.90041, 0.10007, 0.06882,13, 0.95509, 0.00462, 0.02457,16, 1.24182, 0.03311, 0.04438,15,909, 3.66895, 0.00555, 0.02155
317, 0.75007, 0.20944,14, 1.78443, 0.05943, 0.12537,18, 1.71572, 0.00985, 0.05158,13, 1.27789, 0.01976, 0.08405,27, 2.61605, 0.00456, 0.02882,24, 2.23086, 0.00553, 0.03324,23,1182, 6.04707, 0.00493, 0.03014
327, 0.58178, 0.20944,50,12.20285, 0.33289, 0.73867,24, 4.12267, 0.03732, 0.15642,20, 3.47408, 0.06916, 0.11145,21, 3.41385, 0.02167, 0.09741,29, 4.82839, 0.01169, 0.05512,13,359, 3.67903, 0.02747, 0.12203
330, 0.51475, 0.20944,50,15.67837, 0.21852, 0.60526,50,12.48348, 0.09087, 0.51165,50,11.64144, 0.14835, 0.62278,50,11.25410, 0.11142, 0.59951,50,10.48522, 0.02241, 0.10247,19,803, 6.90330, 0.03619, 0.14432
337, 0.41613, 0.20944,50,22.73666, 0.40553, 0.25685,50,18.26693, 0.32250, 0.72075,50,17.96472, 0.39323, 0.86930,50,19.38234, 0.26098, 0.49124,50,19.50896, 0.24335, 0.63685,19,682, 6.75777, 0.02442, 0.10211
343, 0.50228, 0.20944,50,19.28449, 0.26617, 0.66003,50,12.94229, 0.14056, 0.63940,50,15.39401, 0.18067, 0.46629,50,11.59504, 0.08078, 0.45528,50,11.44160, 0.01418, 0.08376,26,1167, 9.78555, 0.01092, 0.06460
357, 0.87543, 0.20944,19, 1.28690, 0.01059, 0.03445,22, 1.37916, 0.00562, 0.02029,20, 1.08322, 0.00868, 0.02494,22, 1.12826, 0.00479, 0.01979,20, 1.28442, 0.00510, 0.02140,22,1204, 4.86539, 0.00507, 0.02100
404, 0.90848, 0.20944,21, 0.75744, 0.01567, 0.05418,23, 0.75303, 0.01057, 0.05971,23, 0.69277, 0.01095, 0.05418,31, 1.10500, 0.00769, 0.04648,29, 0.96458, 0.00831, 0.04963,NaN,NaN,     NaN,     NaN,     NaN
440, 0.68934, 0.20944,14, 0.91121, 0.02036, 0.11017,21, 1.16675, 0.01011, 0.03453,20, 1.12392, 0.01162, 0.05468,26, 1.27228, 0.00906, 0.02987,26, 1.47938, 0.00839, 0.02799,30,1837, 7.19826, 0.00237, 0.03222
464, 0.65954, 0.20944,15, 1.07049, 0.02037, 0.09727,23, 1.34407, 0.01027, 0.03900,23, 1.39549, 0.01237, 0.04893,25, 1.47993, 0.01028, 0.03907,23, 1.32647, 0.01103, 0.04282,24,1371, 5.73454, 0.00268, 0.02858
488, 0.61728, 0.20944,24, 1.30761, 0.03417, 0.14811,24, 1.27293, 0.01291, 0.04321,20, 1.05924, 0.01755, 0.07376,28, 1.33814, 0.01411, 0.05431,27, 1.35037, 0.01357, 0.04953,37,2001, 7.98630, 0.00784, 0.03009
492, 0.63286, 0.20944,24, 1.25584, 0.02997, 0.12060,27, 1.37239, 0.01392, 0.03994,20, 1.09493, 0.01604, 0.05698,27, 1.25614, 0.01403, 0.04532,25, 1.24743, 0.01400, 0.04411,36,2061, 8.33314, 0.00424, 0.02731
504, 0.59215, 0.20944,18, 0.91920, 0.02552, 0.10394,21, 1.10391, 0.01354, 0.05194,19, 0.93740, 0.01567, 0.06636,23, 1.08970, 0.01511, 0.06374,22, 1.07424, 0.01432, 0.05997,29,1529, 6.23147, 0.00739, 0.03360
525, 0.61173, 0.20944,15, 1.12059, 0.01846, 0.10612,21, 1.44978, 0.01057, 0.04020,20, 1.23679, 0.01414, 0.06108,24, 1.58384, 0.01210, 0.04527,23, 1.46799, 0.01296, 0.05067,24,1448, 5.99330, 0.00531, 0.03647
534, 0.70111, 0.20944,16, 1.10769, 0.01547, 0.08525,21, 1.35397, 0.00818, 0.03873,20, 1.31034, 0.01054, 0.05160,23, 1.56235, 0.00772, 0.03609,20, 1.39788, 0.00864, 0.04149,22,1215, 5.11347, 0.00407, 0.02922
587, 0.87509, 0.20944,20, 1.05199, 0.01096, 0.02746,23, 1.25761, 0.00534, 0.01473,22, 1.04471, 0.00835, 0.02006,23, 1.02500, 0.00473, 0.01511,22, 1.11253, 0.00457, 0.01712,29,1537, 6.09441, 0.00238, 0.02295
638, 0.78560, 0.20944,14, 0.99910, 0.02371, 0.06810,18, 1.16032, 0.01227, 0.03693,16, 0.97029, 0.01580, 0.04808,22, 1.28639, 0.01092, 0.03174,22, 1.55286, 0.00982, 0.02908,20,1367, 5.40620, 0.00797, 0.03763
698, 0.74227, 0.20944,25, 3.87086, 0.07706, 0.19732,22, 2.36058, 0.00884, 0.02695,17, 1.93146, 0.01618, 0.06049,24, 2.64743, 0.00361, 0.01856,22, 2.30326, 0.00250, 0.02319,21,1086, 5.62345, 0.00292, 0.02676
717, 0.56078, 0.20944,20, 3.95713, 0.10142, 0.24535,37, 5.65506, 0.04183, 0.27512,16, 2.81988, 0.07662, 0.32388,23, 2.82067, 0.01207, 0.08899,47, 5.69224, 0.00633, 0.01853,24,1134, 6.92963, 0.00955, 0.03517
723, 0.42354, 0.20944,50,13.85735, 0.50733, 0.71104,29, 6.10726, 0.08232, 0.34123,50,12.33610, 0.24140, 0.41741,7, 1.30453, 0.03741, 0.24841,50, 8.32841, 0.03921, 0.18856,16,640, 5.14882, 0.03691, 0.19659
732, 0.45719, 0.20944,50,10.09206, 0.47882, 0.73192,30, 3.44335, 0.04463, 0.14215,20, 2.64217, 0.09521, 0.23890,32, 3.32105, 0.04416, 0.13531,33, 3.61834, 0.04399, 0.13410,11,418, 2.93834, 0.04382, 0.18622
736, 0.45589, 0.20944,50,10.74239, 0.51968, 0.79091,30, 3.91418, 0.04685, 0.12688,14, 2.04564, 0.10857, 0.22918,32, 4.00606, 0.04670, 0.12350,28, 3.63939, 0.04183, 0.10233,25,884, 7.38742, 0.04081, 0.12293
747, 0.44995, 0.20944,50,10.25812, 0.48517, 0.73435,30, 3.55993, 0.04694, 0.15433,27, 3.55369, 0.10776, 0.27538,31, 3.83424, 0.04337, 0.14220,34, 4.09959, 0.04352, 0.14223,11,349, 2.83198, 0.04548, 0.19233
756, 0.38690, 0.20944,32, 3.60507, 0.16675, 0.51888,30, 3.21745, 0.06665, 0.53611,38, 3.94296, 0.12216, 0.55206,38, 4.33212, 0.07674, 0.53132,27, 3.17653, 0.06111, 0.54646,22,811, 5.56006, 0.03106, 0.12480
759, 0.38619, 0.20944,29, 3.53039, 0.18667, 0.52663,29, 3.36103, 0.07152, 0.53642,40, 4.23052, 0.14291, 0.58179,38, 4.09490, 0.07625, 0.53633,27, 3.09546, 0.05865, 0.55335,26,1256, 7.03400, 0.01850, 0.02723
763, 0.35746, 0.20944,45, 8.70745, 0.28011, 0.50640,46, 7.33871, 0.13522, 0.52893,50, 8.88776, 0.24524, 0.53361,50, 6.20955, 0.15924, 0.35948,32, 5.43004, 0.06479, 0.54181,20,1026, 6.60215, 0.01981, 0.01610
773, 0.38582, 0.20944,50,11.56409, 0.53454, 0.69337,35, 6.81615, 0.17109, 0.43289,50,10.99498, 0.27379, 0.46483,50, 9.37475, 0.11519, 0.45590,38, 7.71710, 0.07262, 0.51583,18,685, 5.22806, 0.03186, 0.09889
776, 0.36398, 0.20944,50,21.18258, 0.63502, 1.28959,50,15.68897, 0.52129, 1.02094,50,15.95416, 0.56730, 0.98741,50,16.69096, 0.49945, 1.00567,50,23.13509, 0.55992, 0.94969,19,978, 9.13212, 0.02365, 0.07993
789, 0.67033, 0.20944,50, 8.96417, 0.26175, 0.50662,17, 2.65809, 0.03102, 0.10469,33, 4.46979, 0.05690, 0.18417,22, 2.79310, 0.01661, 0.05841,33, 4.38956, 0.00900, 0.03934,28,1494, 8.75685, 0.00757, 0.03279
796, 0.69027, 0.20944,50, 8.64062, 0.22695, 0.45113,17, 2.47768, 0.02761, 0.09845,35, 4.30034, 0.05473, 0.18224,25, 3.22596, 0.01244, 0.04683,34, 4.26072, 0.00727, 0.03384,27,1396, 7.85106, 0.00670, 0.02982
817, 0.83922, 0.20944,15, 1.12338, 0.01968, 0.06009,18, 1.30981, 0.01049, 0.03021,17, 1.28877, 0.01301, 0.03890,23, 1.65039, 0.00751, 0.02345,25, 1.68657, 0.00647, 0.02245,20,1144, 5.02631, 0.00869, 0.02798
873, 0.89504, 0.20944,11, 0.50667, 0.04290, 0.02142,13, 0.53780, 0.01287, 0.02800,32, 0.93911, 0.02759, 0.04938,16, 0.66789, 0.01065, 0.02936,15, 0.60604, 0.01212, 0.02917,14,493, 2.50587, 0.01243, 0.03354
914, 0.83199, 0.20944,49, 3.38124, 0.13798, 0.17851,17, 1.07971, 0.01406, 0.02956,18, 1.12557, 0.03812, 0.03881,21, 1.37913, 0.00677, 0.02239,22, 1.45048, 0.00705, 0.02168,19,862, 4.30675, 0.00715, 0.02479
948, 0.90576, 0.20944,17, 1.14183, 0.02258, 0.02831,20, 1.33333, 0.00637, 0.01907,18, 1.12655, 0.01159, 0.02390,22, 1.30549, 0.00520, 0.01752,21, 1.35495, 0.00561, 0.01888,20,1026, 4.41563, 0.00621, 0.02029
949, 0.93675, 0.20944,18, 1.18770, 0.01309, 0.02706,23, 1.29397, 0.00529, 0.01734,19, 1.09204, 0.00778, 0.02116,22, 1.19354, 0.00518, 0.01705,23, 1.27317, 0.00504, 0.01691,24,1180, 5.18874, 0.00579, 0.01858
959, 0.87225, 0.20944,16, 1.05263, 0.03142, 0.03642,19, 1.15417, 0.00989, 0.03069,17, 1.21311, 0.01678, 0.03566,22, 1.27731, 0.00776, 0.02676,22, 1.35502, 0.00742, 0.02664,20,930, 4.17129, 0.00739, 0.02710
967, 0.90331, 0.20944,17, 1.15170, 0.02170, 0.03228,22, 1.52814, 0.00706, 0.02427,17, 1.12612, 0.01221, 0.03182,20, 1.23308, 0.00768, 0.02568,21, 1.38107, 0.00735, 0.02535,21,1026, 4.55380, 0.00726, 0.02522
973, 0.91512, 0.20944,18, 1.22250, 0.01754, 0.02833,24, 1.38354, 0.00536, 0.01816,17, 1.12500, 0.01006, 0.02649,21, 1.15362, 0.00595, 0.01988,23, 1.17828, 0.00546, 0.01895,20,1016, 4.36262, 0.00678, 0.02219
1006, 0.94944, 0.20944,19, 1.09763, 0.01430, 0.02578,26, 1.46132, 0.00564, 0.01892,21, 1.13998, 0.00761, 0.02108,23, 1.36179, 0.00557, 0.01902,24, 1.25161, 0.00545, 0.01870,25,1162, 5.18152, 0.00506, 0.01789
97, 0.96441, 0.20944,17, 1.19115, 0.01062, 0.02543,26, 1.65205, 0.00197, 0.01056,20, 1.28798, 0.00402, 0.01408,23, 1.28368, 0.00176, 0.00989,21, 1.19168, 0.00235, 0.01144,33,1731, 7.07838, 0.00201, 0.01638
